cite_key,entry_type,bib_title,bib_date,doi,format_valid,resolves,status_code,crossref_title,crossref_year,title_similarity,year_match,error,suggested_doi,suggested_title,suggested_year,suggestion_score,isbn,isbn_confirmed,isbn_ol_found,isbn_gb_found,isbn_found_title,isbn_found_year,isbn_title_match,isbn_found_doi
Sinpeng2020-rm,ARTICLE,"Digital media, political authoritarianism, and Internet controls in Southeast Asia",2020-01-01,10.1177/0163443719884052,True,True,200,"Digital media, political authoritarianism, and Internet controls in Southeast Asia",2020,1.0,yes,,,,,,,,,,,,,
Daskalopoulou2018-od,ARTICLE,Civic participation and soft social capital: Evidence from Greece,2018-09-01,10.1057/s41304-017-0114-y,True,True,200,Civic Participation and Soft Social Capital: Evidence from Greece,2018,1.0,yes,,,,,,,,,,,,,
Lister2003-sy,ARTICLE,Young people talk about citizenship: Empirical perspectives on theoretical and political debates,2003-07-01,10.1080/1362102032000065991,True,True,200,Young People Talk about Citizenship: Empirical Perspectives on Theoretical and Political Debates,2003,1.0,yes,,,,,,,,,,,,,
Vromen2003-cx,ARTICLE,'people try to put us down …': Participatory citizenship of 'generation X',2003-03-01,10.1080/1036114032000056260,True,True,200,'People Try to Put Us Down …': Participatory Citizenship of 'Generation X',2003,1.0,yes,,,,,,,,,,,,,
Reichert2021-uv,ARTICLE,Collective protest and expressive action among university students in Hong Kong: Associations between offline and online forms of political participation,2021-01-20,10.3389/fpos.2020.608203,True,True,200,Collective Protest and Expressive Action Among University Students in Hong Kong: Associations Between Offline and Online Forms of Political Participation,2021,1.0,yes,,,,,,,,,,,,,
Weiss2020-ou,ARTICLE,What is youth political participation? Literature review on youth political participation and political attitudes,2020-05-15,10.3389/fpos.2020.00001,True,True,200,What Is Youth Political Participation? Literature Review on Youth Political Participation and Political Attitudes,2020,1.0,yes,,,,,,,,,,,,,
Pepinsky2019-du,ARTICLE,The return of the single-country study,2019-05-11,10.1146/annurev-polisci-051017-113314,True,True,200,The Return of the Single-Country Study,2019,1.0,yes,,,,,,,,,,,,,
van-Deth2014-xt,ARTICLE,A conceptual map of political participation,2014-07,10.1057/ap.2014.6,True,True,200,A conceptual map of political participation,2014,1.0,yes,,,,,,,,,,,,,
Hooghe2014-ry,ARTICLE,"Political participation in European countries: The effect of authoritarian rule, corruption, lack of good governance and economic downturn",2014-03-01,10.1057/cep.2013.3,True,True,200,"Political participation in European countries: The effect of authoritarian rule, corruption, lack of good governance and economic downturn",2014,1.0,yes,,,,,,,,,,,,,
Moreno-Almeida2021-lp,ARTICLE,Memes as snapshots of participation: The role of digital amateur activists in authoritarian regimes,2021-06-01,10.1177/1461444820912722,True,True,200,Memes as snapshots of participation: The role of digital amateur activists in authoritarian regimes,2021,1.0,yes,,,,,,,,,,,,,
Seongyi2011-mx,ARTICLE,Political participation of teenagers in the information era,2011-05-01,10.1177/0894439310363255,True,True,200,Political Participation of Teenagers in the Information Era,2011,1.0,yes,,,,,,,,,,,,,
Habashi2017-bx,BOOK,Political socialization of youth: A Palestinian case study,2017-01-07,10.1057/978-1-137-47523-7,True,True,200,Political Socialization of Youth,2017,0.72,yes,,,,,,,,,,,,,
Gallego2014-el,BOOK,Unequal political participation worldwide,2014-12-08,10.1017/CBO9781139151726,True,True,200,Unequal Political Participation Worldwide,2014,1.0,yes,,,,,,,,,,,,,
Zhong2017-ns,BOOK,Political Culture and Participation in Urban China,2017-10-18,10.1007/978-981-10-6268-1,True,True,200,Political Culture and Participation in Urban China,2018,1.0,no,,,,,,,,,,,,,
Dalton2017-xw,BOOK,The participation gap: Social status and political inequality,2017-11-02,10.1093/oso/9780198733607.001.0001,True,True,200,The Participation Gap,2017,0.52,yes,,,,,,,,,,,,,
Owen2014-ri,BOOK,Routledge handbook of southeast Asian history,2014-04-23,10.4324/9780203763117,True,True,200,Routledge Handbook of Southeast Asian History,2014,1.0,yes,,,,,,,,,,,,,
Rasiah2010-wp,BOOK,The new political economy of southeast Asia,2010-01-01,10.4337/9781849807128,True,True,200,The New Political Economy of Southeast Asia,2010,1.0,yes,,,,,,,,,,,,,
Carroll2020-qq,BOOK,The political economy of southeast Asia: Politics and uneven development under hyperglobalisation,2020-03-04,10.1007/978-3-030-28255-4,True,True,200,The Political Economy of Southeast Asia,2020,0.58,yes,,,,,,,,,,,,,
Croissant2018-ex,BOOK,Comparative politics of southeast Asia: An introduction to governments and political regimes,2018-01-26,10.1007/978-3-319-68182-5,True,True,200,Comparative Politics of Southeast Asia,2018,0.59,yes,,,,,,,,,,,,,
Travouillon2021-ll,ARTICLE,Time to break up with the international community? Rhetoric and realities of a political myth in Cambodia,2021-04,10.1017/s026021052000042x,True,True,200,Time to break up with the international community? Rhetoric and realities of a political myth in Cambodia,2021,1.0,yes,,,,,,,,,,,,,
Hughes2011-vh,ARTICLE,"The politics of knowledge: ethnicity, capacity and return in post-conflict reconstruction policy",2011-10,10.1017/s0260210511000210,True,True,200,"The politics of knowledge: ethnicity, capacity and return in post-conflict reconstruction policy",2011,1.0,yes,,,,,,,,,,,,,
Owen2020-xa,ARTICLE,Participatory authoritarianism: From bureaucratic transformation to civic participation in Russia and China,2020-10,10.1017/s0260210520000248,True,True,200,Participatory authoritarianism: From bureaucratic transformation to civic participation in Russia and China,2020,1.0,yes,,,,,,,,,,,,,
Janowitz1980-hr,ARTICLE,Observations on the sociology of citizenship: Obligations and rights,1980-09,10.2307/2577830,True,True,200,Observations on the Sociology of Citizenship: Obligations and Rights,1980,1.0,yes,,,,,,,,,,,,,
Laurison2015-qq,ARTICLE,"The willingness to state an opinion: Inequality, don't know responses, and political participation",2015-12,10.1111/socf.12202,True,True,200,"The Willingness to State an Opinion: Inequality, Don't Know Responses, and Political Participation",2015,1.0,yes,,,,,,,,,,,,,
Rodan2018-nu,BOOK,Participation without democracy: Containing conflict in southeast Asia,2018-05-15,10.7591/9781501720130,True,True,200,Participation without Democracy,2018,0.62,yes,,,,,,,,,,,,,
Blee2012-pc,BOOK,Democracy in the making: How activist groups form,2012-02-23,10.1093/acprof:oso/9780199842766.001.0001,True,True,200,Democracy in the MakingHow Activist Groups Form,2012,0.99,yes,,,,,,,,,,,,,
Nordas2013-ca,ARTICLE,Fight the youth: Youth bulges and state repression: Fight the youth,2013-10-01,10.1111/ajps.12025,True,True,200,Fight the Youth: Youth Bulges and State Repression,2013,0.86,yes,,,,,,,,,,,,,
Young2019-uq,ARTICLE,The psychology of state repression: Fear and dissent decisions in Zimbabwe,2019-02,10.1017/s000305541800076x,True,True,200,"The Psychology of State Repression: Fear and Dissent
                                Decisions in Zimbabwe",2019,0.82,yes,,,,,,,,,,,,,
Haber2009-cu,BOOK,Authoritarian Government,2009-09-02,10.1093/oxfordhb/9780199548477.003.0038,True,True,200,Authoritarian Government,2009,1.0,yes,,,,,,,,,,,,,
Amenta2012-ac,BOOK,The Wiley-Blackwell companion to political sociology: Amenta/the Wiley-Blackwell companion to political sociology,2012-02-27,10.1002/9781444355093,True,True,200,The Wiley‐Blackwell Companion to Political Sociology,2012,0.64,yes,,,,,,,,,,,,,
Walker2012-hs,BOOK,Thailand's political peasants: Power in the modern rural economy,2012-08-06,10.2307/jj.36075996,True,True,200,Thailand’s Political Peasants,2012,0.62,yes,,,,,,,,,,,,,
Michell2014-hs,ARTICLE,Critical Observations on Financialization and the Financial Process,2014-07-21,10.2753/IJP0891-1916420404,True,True,200,Critical Observations on Financialization and the Financial Process,2013,1.0,no,,,,,,,,,,,,,
Choi2010-pk,ARTICLE,The democratic state engulfing civil society: The ironies of Korean democracy,2010-05-05,10.1353/ks.2010.a413031,True,True,200,The Democratic State Engulfing Civil Society: The Ironies of Korean Democracy,2010,1.0,yes,,,,,,,,,,,,,
Nelson2012-lx,ARTICLE,Blessing or curse? The political economy of tourism development in Tanzania,2012-04-01,10.1080/09669582.2011.630079,True,True,200,Blessing or curse? The political economy of tourism development in Tanzania,2012,1.0,yes,,,,,,,,,,,,,
Maraldo2006-jh,ARTICLE,The war over the Kyoto school,2006-01-01,10.1353/mni.2006.0032,True,True,200,The War Over the Kyoto School,2006,1.0,yes,,,,,,,,,,,,,
Suh2014-cm,ARTICLE,The failure of the south Korean national security state: The Sewol tragedy in the age of neoliberalism,2014-10,10.1017/s1557466014027971,True,True,200,The Failure of the South Korean National Security State: The Sewol Tragedy in the Age of Neoliberalism,2014,1.0,yes,,,,,,,,,,,,,
Allen2004-ic,BOOK,Max Weber: A Critical Introduction,2004-06-20,10.2307/j.ctt18fs592,True,True,200,Max Weber,2004,0.43,yes,,,,,,,,,,,,,
Gallas2015-tb,BOOK,The Thatcherite Offensive: A Neo-Poulantzasian Analysis,2015-10-15,10.1163/9789004292215,True,True,200,The Thatcherite Offensive,2016,0.64,no,,,,,,,,,,,,,
Dowd2007-fu,BOOK,Abstract machines: Samuel Beckett and philosophy after Deleuze and guattari,2007-01-01,10.1163/9789401204422,True,True,200,Abstract Machines,2007,0.37,yes,,,,,,,,,,,,,
Sawyer2013-dj,ARTICLE,What is financialization?,2013-12-01,10.2753/ijp0891-1916420401,True,True,200,What Is Financialization?,2013,1.0,yes,,,,,,,,,,,,,
Barker2005-nz,ARTICLE,Engineers and political dreams: Indonesia in the satellite age,2005-12-01,10.1086/432652,True,True,200,Engineers and Political Dreams,2005,0.66,yes,,,,,,,,,,,,,
Odysseos2007-fv,BOOK,"The international political thought of Carl Schmitt: Terror, liberal war and the crisis of global order",2007-03-06,10.4324/9780203964149,True,True,200,The International Political Thought of Carl Schmitt,2007,0.67,yes,,,,,,,,,,,,,
Zartaloudis2014-up,ARTICLE,The impact of the fiscal crisis on Greek and Portuguese welfare states: Retrenchment before the catch-up?,2014-08-03,10.1111/spol.12069,True,True,200,The Impact of the Fiscal Crisis on <scp>G</scp>reek and <scp>P</scp>ortuguese Welfare States: Retrenchment before the Catch‐up?,2014,0.94,yes,,,,,,,,,,,,,
Richardson2012-ry,BOOK,EleMENtary school:(hyper) masculinity in a feminized context,2012-10-20,10.1007/978-94-6209-001-9,True,True,200,Elementary School,2012,0.46,yes,,,,,,,,,,,,,
Hick2014-fz,ARTICLE,"From Celtic tiger to crisis: Progress, problems and prospects for social security in Ireland",2014-08-03,10.1111/spol.12067,True,True,200,"From Celtic Tiger to Crisis: Progress, Problems and Prospects for Social Security in <scp>I</scp>reland",2014,0.97,yes,,,,,,,,,,,,,
Abelmann2009-ts,BOOK,Blue dreams: Korean Americans and the Los Angeles riots,2009-07-31,10.2307/j.ctvjhzr97,True,True,200,Blue Dreams,2009,0.34,yes,,,,,,,,,,,,,
Yi2014-am,ARTICLE,"Same-sex marriage, Korean Christians, and the challenge of democratic engagement",2014-08-01,10.1007/s12115-014-9802-1,True,True,200,"Same-Sex Marriage, Korean Christians, and the Challenge of Democratic Engagement",2014,1.0,yes,,,,,,,,,,,,,
Morgenbesser2017-cu,ARTICLE,The failure of democratisation by elections in Cambodia,2017-04-03,10.1080/13569775.2016.1230317,True,True,200,The failure of democratisation by elections in Cambodia,2017,1.0,yes,,,,,,,,,,,,,
Holbein2017-rh,ARTICLE,Childhood skill development and adult political participation,2017-08,10.1017/s0003055417000119,True,True,200,Childhood Skill Development and Adult Political Participation,2017,1.0,yes,,,,,,,,,,,,,
Ekstrom2014-xg,ARTICLE,Spaces for public orientation? Longitudinal effects of Internet use in adolescence,2014-02-07,10.1080/1369118x.2013.862288,True,True,200,Spaces for public orientation? Longitudinal effects of Internet use in adolescence,2014,1.0,yes,,,,,,,,,,,,,
Desai2014-pj,BOOK,"The companion to development studies, third edition",2014-03-21,10.4324/9780203528983,True,True,200,The Companion to Development Studies,2014,0.84,yes,,,,,,,,,,,,,
Larmour2013-cc,BOOK,Corruption and Anti-Corruption,2013-03-01,10.22459/cac.03.2013,True,True,200,Corruption and Anti-Corruption,2013,1.0,yes,,,,,,,,,,,,,
DeCecco2014-or,BOOK,Stories of gay and lesbian immigration: Together forever?,2014-04-04,10.4324/9781315783864,True,True,200,Stories of Gay and Lesbian Immigration,2014,0.82,yes,,,,,,,,,,,,,
Chang2019-rf,BOOK,"Protest dialectics: State repression and south Korea's democracy movement, 1970-1979",2019-03-05,10.2307/j.ctvqsdr01,True,True,200,Protest Dialectics,2015,0.37,no,,,,,,,,,,,,,
Marsh2006-mp,BOOK,"Democratisation, governance and regionalism in east and southeast Asia: A comparative study",2006-09-27,10.4324/9780203086124,True,True,200,"Democratisation, Governance and Regionalism in East and Southeast Asia",2006,0.87,yes,,,,,,,,,,,,,
Jafari2000-as,BOOK,Encyclopaedia of Tourism,2000-11-16,10.4324/9780203195673,True,True,200,Encyclopedia of Tourism,2002,0.98,no,,,,,,,,,,,,,
Murphy1983-or,ARTICLE,Coming of age in Seville: The structuring of a riteless passage to manhood,1983-12,10.1086/jar.39.4.3629863,True,True,200,Coming of Age in Seville: The Structuring of a Riteless Passage to Manhood,1983,1.0,yes,,,,,,,,,,,,,
McGregor2008-lu,BOOK,Southeast Asian development,2008-03-03,10.4324/9780203086001,True,True,200,Southeast Asian Development,2008,1.0,yes,,,,,,,,,,,,,
Mamet2005-zi,ARTICLE,"Ethnic intermarriage in Beijing and Xinjiang, China, 1990",2005-05-01,10.3138/jcfs.36.2.187,True,True,200,"Ethnic Intermarriage in Beijing and Xinjiang, China, 1990",2005,1.0,yes,,,,,,,,,,,,,
Wagner-Pacifici2017-qi,BOOK,What is an event?,2017-03-24,10.7208/chicago/9780226439815.001.0001,True,True,200,What Is an Event?,2017,1.0,yes,,,,,,,,,,,,,
Boellstorff2011-rc,ARTICLE,BUT DO NOT IDENTIFY AS GAY: A proleptic genealogy of the MSM category: But do not identify as gay,2011-05-25,10.1111/j.1548-1360.2011.01100.x,True,True,200,BUT DO NOT IDENTIFY AS GAY: A Proleptic Genealogy of the MSM Category,2011,0.83,yes,,,,,,,,,,,,,
Bornstein2020-hm,BOOK,Disquieting Gifts: Humanitarianism in New Delhi,2020-12-31,10.1515/9780804782081,True,True,200,Disquieting Gifts,2020,0.54,yes,,,,,,,,,,,,,
George1994-sm,BOOK,Discourses of global politics: A critical (re)introduction to international relations,1994-06-01,10.1007/978-1-349-23564-3,True,True,200,Discourses of Global Politics,1994,0.52,yes,,,,,,,,,,,,,
Kind2016-bg,BOOK,The Routledge handbook of philosophy of imagination,2016-01-22,10.4324/9781315657905,True,True,200,The Routledge Handbook of Philosophy of Imagination,2016,1.0,yes,,,,,,,,,,,,,
Starke2006-nt,ARTICLE,The politics of welfare state retrenchment: A literature review,2006-02,10.1111/j.1467-9515.2006.00479.x,True,True,200,<i>The Politics of Welfare State Retrenchment: A Literature Review</i>,2006,0.98,yes,,,,,,,,,,,,,
Harris2014-mg,BOOK,Slouching towards gaytheism: Christianity and queer survival in America,2014-02-19,10.2307/jj.18377148,True,True,200,Slouching towards Gaytheism,2014,0.56,yes,,,,,,,,,,,,,
Kim2002-mz,ARTICLE,Compensation for regulatory takings in the virtual absence of constitutional provision: The case of Korea,2002-06-01,10.1006/jhec.2002.0310,True,True,200,Compensation for Regulatory Takings in the Virtual Absence of Constitutional Provision: The Case of Korea,2002,1.0,yes,,,,,,,,,,,,,
Kim2003-lh,ARTICLE,Productive welfare: Korea's third way?: Korea's third way?,2003-01,10.1111/1468-2397.00006,True,True,200,Productive welfare: Korea's third way?,2003,0.8,yes,,,,,,,,,,,,,
Liang2012-da,ARTICLE,China’s soft power in Africa: Is economic power sufficient?,2012,10.1353/apr.2012.0025,True,True,200,China’s Soft Power in Africa: Is Economic Power Sufficient?,2012,1.0,yes,,,,,,,,,,,,,
Ngoun2022-vc,ARTICLE,Adaptive authoritarian resilience: Cambodian strongman’s quest for legitimacy,2022-01-01,10.1080/00472336.2020.1832241,True,True,200,Adaptive Authoritarian Resilience: Cambodian Strongman’s Quest for Legitimacy,2022,1.0,yes,,,,,,,,,,,,,
de-Zeeuw2010-uu,ARTICLE,‘Sons of war’: parties and party systems in post-war El Salvador and Cambodia,2010-12-01,10.1080/13510347.2010.520549,True,True,200,‘Sons of war’: parties and party systems in post-war El Salvador and Cambodia,2010,1.0,yes,,,,,,,,,,,,,
Noren-Nilsson2015-xa,ARTICLE,Cambodia at a crossroads. The narratives of Cambodia national rescue Party supporters after the 2013 elections,2015,10.11588/IAF.2015.46.3726,True,False,404,,,,,DOI not found (404),,,,,,,,,,,,
Torres-Adan2025-lb,ARTICLE,"Democratic backsliding in the shadow of crises. How pandemics, war and democratic regression impact attitudes towards democracy in Georgia",2025-08-29,10.1080/13569775.2025.2550128,True,True,200,"Democratic backsliding in the shadow of crises. How pandemics, war and democratic regression impact attitudes towards democracy in Georgia",2025,1.0,yes,,,,,,,,,,,,,
Ichilov2004-if,BOOK,Political learning and citizenship education under conflict: The political socialization of Israeli and Palestinian youngsters,2004-09-30,10.4324/9780203335093,True,True,200,Political Learning and Citizenship Education Under Conflict,2004,0.64,yes,,,,,,,,,,,,,
Dukalskis2017-md,ARTICLE,What autocracies say (and what citizens hear): proposing four mechanisms of autocratic legitimation,2017-07-03,10.1080/13569775.2017.1304320,True,True,200,What autocracies say (and what citizens hear): proposing four mechanisms of autocratic legitimation,2017,1.0,yes,,,,,,,,,,,,,
Huddy2013-ic,BOOK,The oxford handbook of political psychology,2013-09-04,10.1093/oxfordhb/9780199760107.001.0001,True,True,200,The Oxford Handbook of Political Psychology,2013,1.0,yes,,,,,,,,,,,,,
Chiumento2016-km,ARTICLE,Managing ethical challenges to mental health research in post-conflict settings,2016-04,10.1111/dewb.12076,True,True,200,Managing Ethical Challenges to Mental Health Research in Post‐Conflict Settings,2016,1.0,yes,,,,,,,,,,,,,
Bellin2019-wj,ARTICLE,Research in authoritarian and repressive contexts,2019,10.2139/ssrn.3333496,True,True,200,Research in Authoritarian and Repressive Contexts,2019,1.0,yes,,,,,,,,,,,,,
Nilsen2013-ky,ARTICLE,Will democracy bring peace to Myanmar?,2013-06-01,10.1177/2233865913492961,True,True,200,Will democracy bring peace to Myanmar?,2013,1.0,yes,,,,,,,,,,,,,
Lynch2007-gh,ARTICLE,Envisioning China?s Political Future: Elite Responses to Democracy as a Global Constitutive Norm,2007-09,10.1111/j.1468-2478.2007.00470.x,True,True,200,Envisioning China?s Political Future: Elite Responses to Democracy as a Global Constitutive Norm,2007,1.0,yes,,,,,,,,,,,,,
Seifert2012-vb,INBOOK,The political process in central Asia and the system question,2012,10.5771/9783845238234-181,True,True,200,The Political Process in Central Asia and the System Question,2012,1.0,yes,,,,,,,,,,,,,
Torney-Purta2003-ow,ARTICLE,A Cross-National Analysis of Political and Civic Involvement Among Adolescents,2003,10.1017/S1049096503002208,True,True,200,"A Cross-National Analysis of Political and Civic
                                Involvement Among Adolescents",2003,0.83,yes,,,,,,,,,,,,,
Baird2018-tw,ARTICLE,"Dancing with danger: ethnographic safety, male bravado and gang research in Colombia",2018-06,10.1177/1468794117722194,True,True,200,"Dancing with danger: ethnographic safety, male bravado and gang research in Colombia",2018,1.0,yes,,,,,,,,,,,,,
Baele2018-hy,ARTICLE,The ethics of security research: An ethics framework for contemporary security studies,2018-05-01,10.1093/isp/ekx003,True,True,200,The Ethics of Security Research: An Ethics Framework for Contemporary Security Studies,2018,1.0,yes,,,,,,,,,,,,,
Aarons2018-kr,ARTICLE,Research in epidemic and emergency situations: A model for collaboration and expediting ethics review in two Caribbean countries,2018-12,10.1111/dewb.12157,True,True,200,Research in epidemic and emergency situations: A model for collaboration and expediting ethics review in two Caribbean countries,2018,1.0,yes,,,,,,,,,,,,,
Kuhn2010-hp,INBOOK,International perspectives on political socialization and gender: An introduction,2010,10.1007/978-3-531-92320-8_1,True,True,200,International Perspectives on Political Socialization and Gender: An Introduction,2010,1.0,yes,,,,,,,,,,,,,
Lee-Treweek2000-cw,BOOK,DANGER IN THE FIELD: Risk and ethics in social research,2000,10.4324/9780203190340,True,True,200,DANGER IN THE FIELD,2000,0.52,yes,,,,,,,,,,,,,
Steiner2016-uc,ARTICLE,How far can we go with deliberative research at dangerous places?,2016-06-04,10.16997/jdd.249,True,True,200,How Far Can We Go with Deliberative Research at Dangerous Places?,2016,1.0,yes,,,,,,,,,,,,,
Janenova2019-qw,ARTICLE,The boundaries of research in an authoritarian state,2019-01-01,10.1177/1609406919876469,True,True,200,The Boundaries of Research in an Authoritarian State,2019,1.0,yes,,,,,,,,,,,,,
Nash2003-rp,ARTICLE,"Social Explanation and Socialization: On Bourdieu and the Structure, Disposition, Practice Scheme",2003-02-01,10.1111/1467-954X.00407,True,True,200,"Social Explanation and Socialization: On Bourdieu and the Structure, Disposition, Practice Scheme",2003,1.0,yes,,,,,,,,,,,,,
Noren-Nilsson2019-ck,ARTICLE,"Kem Ley and Cambodian citizenship today: Grass-roots mobilisation, electoral politics and individuals",2019-04-01,10.1177/1868103419846009,True,True,200,"Kem Ley and Cambodian Citizenship Today: Grass-Roots Mobilisation, Electoral Politics and Individuals",2019,1.0,yes,,,,,,,,,,,,,
Larsson2015-te,ARTICLE,Monkish Politics in Southeast Asia: Religious disenfranchisement in comparative and theoretical perspective,2015-01,10.1017/s0026749x14000419,True,True,200,Monkish Politics in Southeast Asia: Religious disenfranchisement in comparative and theoretical perspective,2015,1.0,yes,,,,,,,,,,,,,
Un2020-dq,ARTICLE,Cambodia in 2019: Entrenching one-party rule and asserting national sovereignty in the era of shifting global geopolitics,2020,10.1355/aa20-1g,True,True,200,Cambodia in 2019: Entrenching One-Party Rule and Asserting National Sovereignty in the Era of Shifting Global Geopolitics,2020,1.0,yes,,,,,,,,,,,,,
Steinert2021-sp,ARTICLE,"A systematic review on ethical challenges of 'field' research in low-income and middle-income countries: respect, justice and beneficence for research staff?",2021-07,10.1136/bmjgh-2021-005380,True,True,200,"A systematic review on ethical challenges of ‘field’ research in low-income and middle-income countries: respect, justice and beneficence for research staff?",2021,1.0,yes,,,,,,,,,,,,,
Won2020-lw,ARTICLE,The making of post-socialist citizens in South Korea?: The case of border crossers from North Korea,2020-09-01,10.5509/2020933519,True,True,200,The Making of Post-Socialist Citizens in South Korea?: The Case of Border Crossers from North Korea,2020,1.0,yes,,,,,,,,,,,,,
Tan2022-ae,ARTICLE,Social media political information use and voting behavior of the Malaysian youth,2022-09-30,10.47405/mjssh.v7i9.1725,True,True,200,Social Media Political Information Use and Voting Behavior of the Malaysian Youth,2022,1.0,yes,,,,,,,,,,,,,
Fatema2022-av,ARTICLE,Social media influence on politicians' and citizens' relationship through the moderating effect of political slogans,2022-09-27,10.3389/fcomm.2022.955493,True,True,200,Social media influence on politicians' and citizens' relationship through the moderating effect of political slogans,2022,1.0,yes,,,,,,,,,,,,,
Kahu2013-ar,ARTICLE,Framing student engagement in higher education,2013-06,10.1080/03075079.2011.598505,True,True,200,Framing student engagement in higher education,2013,1.0,yes,,,,,,,,,,,,,
Woodard2020-au,MISC,The delectable negro: Human consumption and homoeroticism within US slave culture,2020-12-31,10.18574/nyu/9780814794616.001.0001,True,True,200,The Delectable Negro,2020,0.4,yes,,,,,,,,,,,,,
Travouillon2021-nw,ARTICLE,From “sphere of scrutiny” to “sphere of opportunity”: The Cambodian people's party's vision of international order,2021,10.1355/cs43-2g,True,True,200,From “Sphere of Scrutiny” to “Sphere of Opportunity”: The Cambodian People's Party's Vision of International Order,2021,1.0,yes,,,,,,,,,,,,,
Young2021-lx,ARTICLE,Organization without revolution: The labour movement and the failure of democratization in Cambodia,2021,10.1355/cs43-2f,True,True,200,Organization without Revolution: The Labour Movement and the Failure of Democratization in Cambodia,2021,1.0,yes,,,,,,,,,,,,,
Boese2021-ln,ARTICLE,Democracy doesn’t always happen over night: Regime change in stages and economic growth,2021,10.2139/ssrn.3786755,True,True,200,Democracy Doesn’t Always Happen Over Night: Regime Change in Stages and Economic Growth,2021,1.0,yes,,,,,,,,,,,,,
Lo-Bue2021-fh,ARTICLE,"Clientelism, public goods provision, and governance",2021,10.2139/ssrn.3882621,True,True,200,"Clientelism, Public Goods Provision, and Governance",2021,1.0,yes,,,,,,,,,,,,,
Lachapelle2020-de,ARTICLE,Social revolution and authoritarian durability,2020-10,10.1017/s0043887120000106,True,True,200,Social Revolution and Authoritarian Durability,2020,1.0,yes,,,,,,,,,,,,,
Unknown2004-zr,ARTICLE,"Buddha is hiding: refugees, citizenship, the new America",2004-05-01,10.5860/choice.41-5380,True,True,200,"Buddha is hiding: refugees, citizenship, the new America",2004,1.0,yes,,,,,,,,,,,,,
Nathan2020-dv,ARTICLE,The puzzle of authoritarian legitimacy,2020,10.1353/jod.2020.0013,True,True,200,The Puzzle of Authoritarian Legitimacy,2020,1.0,yes,,,,,,,,,,,,,
Langton1967-ma,ARTICLE,Peer group and school and the political socialization process,1967-09,10.2307/1976093,True,True,200,Peer Group and School and the Political Socialization Process,1967,1.0,yes,,,,,,,,,,,,,
Ehman1980-ge,ARTICLE,The American school in the political socialization process,1980-03-01,10.3102/00346543050001099,True,True,200,The American School in the Political Socialization Process,1980,1.0,yes,,,,,,,,,,,,,
Marsh1971-or,ARTICLE,Political socialization: The implicit assumptions questioned,1971-10,10.1017/s0007123400009248,True,True,200,Political Socialization: the Implicit Assumptions Questioned,1971,1.0,yes,,,,,,,,,,,,,
Tilley2011-hh,ARTICLE,Political generations in Northern Ireland: political generations in northern ireland,2011-08,10.1111/j.1475-6765.2010.01978.x,True,True,200,Political generations in Northern Ireland,2011,0.66,yes,,,,,,,,,,,,,
Kinder2006-qb,ARTICLE,Politics and the life cycle,2006-06-30,10.1126/science.1127891,True,True,200,Politics and the Life Cycle,2006,1.0,yes,,,,,,,,,,,,,
Hatemi2009-wn,ARTICLE,Is there a “party” in your genes?,2009-09-01,10.1177/1065912908327606,True,True,200,Is There a “Party” in Your Genes?,2009,1.0,yes,,,,,,,,,,,,,
Flanagan1998-ws,ARTICLE,Youth political development: An introduction,1998-10,10.1111/j.1540-4560.1998.tb01229.x,True,True,200,Youth Political Development: An Introduction,1998,1.0,yes,,,,,,,,,,,,,
Cutler1974-qp,ARTICLE,"Age and political alienation: Maturation, generation and period effects",1974-09-01,10.1177/000271627441500112,True,True,200,"Age and Political Alienation: Maturation, Generation and Period Effects",1974,1.0,yes,,,,,,,,,,,,,
Bhatti2012-an,ARTICLE,Leaving the nest and the social act of voting: Turnout among first-time voters,2012-11-01,10.1080/17457289.2012.721375,True,True,200,Leaving the Nest and the Social Act of Voting: Turnout among First-Time Voters,2012,1.0,yes,,,,,,,,,,,,,
Abramson1979-ko,ARTICLE,"Developing party identification: A further examination of life-cycle, generational, and period effects",1979-02,10.2307/2110772,True,True,200,"Developing Party Identification: A Further Examination of Life-Cycle, Generational, and Period Effects",1979,1.0,yes,,,,,,,,,,,,,
Cutler1975-nh,ARTICLE,Cohort changes in political attitudes: Tolerance of ideological nonconformity,1975-01-01,10.1086/268200,True,True,200,Cohort Changes in Political Attitudes: Tolerance of Ideological Nonconformity,1975,1.0,yes,,,,,,,,,,,,,
Neundorf2013-kf,ARTICLE,Homemade citizens: The development of political interest during adolescence and young adulthood,2013-01,10.1057/ap.2012.23,True,True,200,Homemade citizens: The development of political interest during adolescence and young adulthood,2013,1.0,yes,,,,,,,,,,,,,
Kornai2004-zh,BOOK,Building a trustworthy state in post-socialist transition,2004-07-20,10.1057/9781403981103,True,True,200,Building a Trustworthy State in Post-Socialist Transition,2004,1.0,yes,,,,,,,,,,,,,
Luo2021-gi,ARTICLE,China's role in the Cambodian people's party's quest for legitimacy,2021,10.1355/cs43-2h,True,True,200,China's Role in the Cambodian People's Party's Quest for Legitimacy,2021,1.0,yes,,,,,,,,,,,,,
Doyle2021-rz,ARTICLE,Co-opted social media and the practice of active silence in Cambodia,2021,10.1355/cs43-2d,True,True,200,Co-opted Social Media and the Practice of Active Silence in Cambodia,2021,1.0,yes,,,,,,,,,,,,,
